AwardTitle,StartDate,EndDate,AwardAmount,timeline_months
"Taming sequential decision-making with reinforcement learning: non-stationarity, heterogeneity, and online/offline comparison",2025-09-01,2028-08-31,149997.0,35
RAISE: Safeguarding U.S. Coastal Groundwater Supplies from Flooding and Saltwater Intrusion,2025-09-01,2028-08-31,999721.0,35
Fate of the continental lithospheric mantle during the continent to ocean transition in a magma-rich environment - Insights from the East Greenland margin,2025-09-01,2028-08-31,600000.0,35
CAREER: CAS: Chemically Recyclable Polyolefins with Tunable Ceiling Temperatures and Thermomechanical Properties,2025-09-01,2030-08-31,118229.0,59
Computational design of Solvated-electron-based Materials for Applications in Redox Chemistry and Quantum Information,2025-09-01,2028-08-31,672903.0,35
Exploring Routes to Homochirality in the Synthesis of Biological Polymers,2025-09-01,2028-08-31,602976.0,35
CICI: UCSS: Programmable Wireless Infrastructure with Formal Assurance for Cross-Campus Research,2025-09-01,2028-08-31,599979.0,35
Collaborative Research: Chemotaxis-Driven Neuromorphic Amoeboid Hydrogel Microrobot (GEL-Bot),2025-09-01,2028-08-31,330890.0,35
Conference: Symposium SICB 2026: Spotlighting the role of behavior in response to environmental changes,2025-09-01,2026-08-31,14993.0,11
EAGER: Toward a Research Agenda for Securing Artificial Intelligence,2025-09-01,2026-08-31,250000.0,11
"Bayesian Methodologies for PDE Parameter Estimation: Model Problems, Algorithm Development and Applications",2025-09-01,2028-08-31,270000.0,35
Collaborative Research: Self-Regulating Artificial Cilia Arrays with Stereotypic Motor Patterns for Omnidirectional Fluid and Particle Manipulation,2025-09-01,2028-08-31,225000.0,35
"Conference: Building Bridges: Toward a Unified, Sustainable, Open, and Scalable Cyberinfrastructure Ecosystem in Astronomy",2025-09-01,2026-08-31,76500.0,11
Collaborative Research: RUI: Speckle Surveys of Nearby Stars,2025-09-01,2028-08-31,237593.0,35
Collaborative Research: Quantifying and predicting wind-driven internal-wave shear in the ocean,2025-09-01,2028-08-31,215143.0,35
CyberTraining: Pilot: BRIDGE-QC: Broadening Research and Innovation for Dynamic Growth in Emerging Quantum Computing,2025-09-01,2027-08-31,300000.0,23
Collaborative Research: Integrated Design Optimization for Multifunctional Hydrogel Synthesis and Additive Manufacturing,2025-09-01,2028-08-31,250000.0,35
Collaborative Research: FDT-BioTech: Advancing Alzheimer's Disease Understanding and Treatments through Digital Twin Modeling,2025-09-01,2028-08-31,675001.0,35
Conference: CI PAOS: Challenges and Opportunities of Research Data Management in Construction Engineering,2025-09-01,2026-08-31,49999.0,11
Molecular mechanisms of meristem development in fern gametophytes and sporophytes,2025-09-01,2027-08-31,399531.0,23
Tailored Precursor Reactivity for the Colloidal Synthesis and Surface Functionalization of Phase-Pure Transition Metal Dichalcogenide Nanocrystals,2025-09-01,2028-08-31,439063.0,35
CAREER: Quantifying the Emission and Health Impacts of Aerosols Generated from Southeast U.S. Wetland Biomass Burning,2025-09-01,2030-08-31,550000.0,59
Conference: The Development of Integrated Social Science Perspectives,2025-09-01,2026-08-31,46494.0,11
Conference: Rapid Mobilization of Engineering Education Researchers to Respond to Emerging National Priorities,2025-09-01,2026-08-31,99997.0,11
HCC: Medium: Understanding and Supporting the Effectiveness of Groups Working with Generative AI,2025-09-01,2028-08-31,900000.0,35
A Tool for Generating Synthetic Observations of Galactic Atmospheres,2025-09-01,2028-08-31,384629.0,35
Collaborative Research: Semiconductor Informal Learning Initiative through Community-Oriented Networks using Tangibles and Mixed Reality,2025-09-01,2029-08-31,611908.0,47
LEAPS-MPS: Refining Inverse Methods and Advancing Hybrid Forecasting Approaches for Influenza Transmission Dynamics,2025-09-01,2027-08-31,249993.0,23
Postdoctoral Fellowship: PRFB: Pre- and post-phagocytic winnowing mechanisms in cnidarian-algal endosymbiosis,2025-09-01,2028-08-31,270000.0,35
Collaborative Research: FET: Medium: Algorithmic Shape Encoding at the Nanoscale,2025-09-01,2028-08-31,316760.0,35
A Statistics-Based Geographic Bias Quantification and Debiasing Framework for GeoAI and Foundation Models,2025-09-01,2028-08-31,299994.0,35
EFRI BEGIN OI: Biocomputation of Dynamic Patterns with Cortical Neuronal Organoids,2025-09-01,2029-08-31,2000000.0,47
Collaborative Research: Home Mitigation for Hurricane Induced Multi-Hazards: A Multilevel Interdisciplinary Vulnerability and Resiliency Approach,2025-09-01,2028-08-31,473305.0,35
"Collaborative Research: Unraveling parasite, host, and environmental drivers of Diadematidae scuticociliatosis, a globally significant marine disease",2025-09-01,2028-08-31,278494.0,35
Collaborative Research: NSF R2I2: Coastal Resilience through Effective Versatile Adaptation and Sediment Strategies for Sea-Level Rise Engagement (CREVASSE),2025-09-01,2027-08-31,182646.0,23
CAREER: Small Fronts in the Vast Sea - Multiscale Dynamics and Impact of Submesoscale Density Fronts,2025-09-01,2030-08-31,913292.0,59
Collaborative Research: Advancing Observation of Coastal Winds with High Frequency Radar,2025-09-01,2028-08-31,314829.0,35
CAREER: Enabling next era nucleic acid biotechnology through XNA sequencing,2025-09-01,2030-08-31,836598.0,59
"Bridging Expertise: Translation and Diffusion of Knowledge, Resources, and Practices in STEM Education",2025-09-01,2028-08-31,372178.0,35
WoU-MMA: Multi-Messenger and Multi-Wavelength Particle Astrophysics with HAWC and SWGO,2025-09-01,2026-08-31,271534.0,11
Collaborative Research: Estimating shallow shear-wave velocity in basins throughout the Pacific Northwest: an imperative for accurate ground motion prediction,2025-09-01,2028-08-31,248297.0,35
IRES: Advancing Sustainable Technology And Recycling for Composite Materials,2025-09-01,2028-08-31,363657.0,35
Charges in Hybrid Samples Under Extreme Conditions,2025-09-01,2028-08-31,375000.0,35
CAREER: Algebra and Representation Theory for Non-Semisimple Topological Field Theory,2025-09-01,2030-08-31,281548.0,59
Dusty Galaxy Halos : Challenges and Opportunities,2025-09-01,2028-08-31,489830.0,35
Collaborative Research: Transformative studies of cometary volatiles in the era of modern near-infrared spectrographs,2025-09-01,2029-08-31,226954.0,47
Bridging the Accessible Technology Gap: Connecting Industry and Computing Faculty for the Adoption of Evidence-Based Teaching of Accessibility Concepts,2025-09-01,2028-08-31,377800.0,35
GCR: Predicting Flood-Related Health Threats in At-Risk U.S. Communities,2025-09-01,2030-08-31,1199999.0,59
Experimental Particle Physics,2025-09-01,2028-08-31,732385.0,35
EAGER: SENSE: National Security Evaluation of Neurotechnology Systems and Emerging tools,2025-09-01,2027-08-31,299414.0,23
Hydroclimate Variability and Dynamics in the Circum-Caribbean in the Common Era Using New Paleoclimate Records and Model Simulation Experiments,2025-09-01,2028-08-31,376962.0,35
"Collaborative Research: ""GOE-ing DEEP"" into the Paleoproterozoic of Gabon to elucidate the causes and effects of Earth's Great Oxidation",2025-09-01,2028-08-31,709830.0,35
Nuclear Physics Research and Education with GlueX,2025-09-01,2028-08-31,299972.0,35
Collaborative Research: Redox Electrolyte Co-design for Enhanced Solubility and Stability (RECESS),2025-09-01,2028-08-31,335956.0,35
Theoretical Studies of Laser-Accessible Th-229 Isomer Transition in Solid-State Hosts,2025-09-01,2028-08-31,567152.0,35
Collaborative Research: REVEALING STRUCTURE-IONIC TRANSPORT RELATIONSHIP IN POLYMER-IONIC LIQUID IONOGELS,2025-09-01,2028-08-31,380000.0,35
Collaborative Research: The Drivers of Regionally Coherent Meridional Variability Across the Australian and Asian Monsoons Over the Common Era,2025-09-01,2028-08-31,216994.0,35
A General Nanoparticle Conversion Pathway to High Entropy Alloy and Intermetallic Nanoparticles and Polyelemental Heterostructures,2025-09-01,2028-08-31,550655.0,35
CAREER: Safe and Reliable Human-Robot Shared Control for Robotic Telemanipulation in Complex and Extreme Environments,2025-09-01,2030-08-31,602698.0,59
GEO-CM: Evaluating hydrogeochemical controls on Rare Earth Element and Yttrium mobility during rock weathering from the micro- to landscape-scale,2025-09-01,2028-08-31,833125.0,35
Fourier Analysis in Arithmetic Statistics,2025-09-01,2028-08-31,263153.0,35
"Collaborative Research: Flocculation dynamics in estuarine boundary layers - advancing new understanding through an integrated field, laboratory, and computational study",2025-09-01,2028-08-31,439620.0,35
Collaborative Research: Disciplinary Improvements: AI-ready Ecology and Biodiversity Data Infrastructure for Open Science,2025-09-01,2028-08-31,50580.0,35
Reprogramming therapy cell secretion capacity,2025-09-01,2028-08-31,500000.0,35
Understanding the Impact of Professional Learning Programs on Teacher Decision Making and Practice,2025-09-01,2028-08-31,247817.0,35
Collaborative Research: Frameworks: Building the PySCF Software Infrastructure for Next-Generation Electronic Structure Simulations,2025-09-01,2030-08-31,1360000.0,59
CORAL REEF RESPONSES TO CLIMATE-INDUCED WILDFIRE DISTURBANCE,2025-09-01,2028-08-31,850000.0,35
Electric Field-Mediated Reactivity of Metalloporphyrin Complexes Immobilized at SAM/Electrolyte Interfaces,2025-09-01,2028-08-31,563881.0,35
Collaborative Research: One Step Back and Two Steps Forward: Understanding Gravitational Wave Progenitors by Leveraging Binary Stars in the Local Universe,2025-09-01,2028-08-31,385958.0,35
Conference: Seattle Noncommutative Algebra Conference,2025-09-01,2026-08-31,40000.0,11
Doctoral Dissertation Research: Adaption and environmental governance amid changing landscapes of wildfire risks and water infrastructure,2025-09-01,2027-08-31,24924.0,23
Collaborative Research: RUI: New and Improved Microwave Continuum Measurements of Protoplanetary Disk Solids,2025-09-01,2028-08-31,304601.0,35
Gravitational Wave Physics and Astrophysics with LIGO,2025-09-01,2028-08-31,200000.0,35
RUI: Harnessing Machine Learning Techniques for Atomic and Molecular Collisions,2025-09-01,2028-08-31,234795.0,35
Graph-based semi-supervised techniques for machine learning tasks at low label rates,2025-09-01,2028-08-31,379999.0,35
REU Site: Assured Autonomy and Networking,2025-09-01,2028-08-31,427629.0,35
CAREER: Symmetry designed spin currents: broadening the spintronics materials palette,2025-09-01,2030-08-31,292836.0,59
Exploring Rural University Student STEM Career Persistence and Social Support Networks: A Two-Phase Mixed Methods Study,2025-09-01,2028-08-31,692479.0,35
Collaborative Research: Frameworks: Building the PySCF Software Infrastructure for Next-Generation Electronic Structure Simulations,2025-09-01,2030-08-31,680000.0,59
Enhancing Dendrochronological Methods,2025-09-01,2027-08-31,237686.0,23
Collaborative Research: Identifying non-linearities in rainfall and river responses to consecutive Paleogene global warming events to inform the future,2025-09-01,2028-08-31,399996.0,35
Expanding Upon Successes of Course-based Undergraduate Research Experiences: Strategic Analysis of Student and Instructor Outcomes for Larger Scale Implementation,2025-09-01,2028-08-31,400000.0,35
Modification of near-inertial waves by coupled air-sea interaction at the mesoscale and submesoscale,2025-09-01,2028-08-31,598349.0,35
"Collaborative Research: The Student Debt Crisis, STEM Education, and Post-Graduation Outcomes: Evidence from a Multi-Modal Study",2025-09-01,2029-08-31,1336024.0,47
Engaging Educators in Renewable Energy (ENERGY),2025-09-01,2028-08-31,599997.0,35
Collaborative Research: GCR: Growing Restorative Agroenergy Landscapes,2025-09-01,2030-08-31,98648.0,59
Identifying superconducting pairing and hidden symmetries using SHG polarimetry,2025-09-01,2028-08-31,746200.0,35
Collaborative Research: Ranking of Entities,2025-09-01,2028-08-31,70000.0,35
CyberTraining: Implementation: Small: Modeling Quantum Dynamics of Excited States in Materials in the Era of Machine Learning,2025-09-01,2029-08-31,500000.0,47
"Collaborative Research: ""GOE-ing DEEP"" into the Paleoproterozoic of Gabon to elucidate the causes and effects of Earth's Great Oxidation",2025-09-01,2028-08-31,534841.0,35
Hierarchical Assembly of Peptide Materials,2025-09-01,2028-08-31,574404.0,35
Cobalt-catalyzed carbonylations of small molecules and commodity polymers promoted by light,2025-09-01,2028-08-31,675000.0,35
Collaborative Research: Potential Energy Generation and Release in the Oceanic Circulation,2025-09-01,2028-08-31,124226.0,35
DoD ASSURE-REU Site: Text Analytics for Social Scientists,2025-09-01,2028-08-31,431468.0,35
Structural Characterization of Active Pharmaceutical Ingredients and Commercial Drug Products by Multi-Nuclear Magnetic Resonance Spectroscopy,2025-09-01,2028-08-31,492183.0,35
Collaborative Research: The Drivers of Regionally Coherent Meridional Variability Across the Australian and Asian Monsoons Over the Common Era,2025-09-01,2028-08-31,120364.0,35
"Atmospheric Science and Chemistry mEasurement NeTwork (ASCENT): Operation, Management, and Scientific Studies",2025-09-01,2030-08-31,2365097.0,59
Collaborative Research: Building AI Models to Help Middle School Students Interpret Science Diagrams,2025-09-01,2028-08-31,299990.0,35
NRT: Training Next Generation Resource Managers with Converging Technologies for Sustainable Uses of Water and Land,2025-09-01,2030-08-31,1999846.0,59
Collaborative Research: Novel Bayesian Thresholding and Shrinkage Methods in Multiscale Domains with Applications,2025-09-01,2028-08-31,100123.0,35
Collaborative Research: FDT-BioTech: Advancing Alzheimer's Disease Understanding and Treatments through Digital Twin Modeling,2025-09-01,2028-08-31,224994.0,35
Collaborative Research: Quantifying and predicting wind-driven internal-wave shear in the ocean,2025-09-01,2028-08-31,650637.0,35
Corpus phonetics and speech technology infrastructure,2025-09-01,2027-08-31,101674.0,23
Chemical Control over the Formation and Reactivity of High Entropy Nanoparticles,2025-09-01,2028-08-31,570071.0,35
Collaborative Research: EPIIC: CREATE: Creating Research Enterprises Adapted for the Teaching Environment,2025-09-01,2028-08-31,400000.0,35
Collaborative Research: Data Intensive Education Research and Artificial Intelligence,2025-09-01,2028-08-31,211976.0,35
"Elements: Real-Time, Incremental, and Sustainable Sequence Search over SRA",2025-09-01,2028-08-31,475000.0,35
Collaborative Research: CCSS: Rethinking Wireless Channel Through the Lens of Radiance Field,2025-09-01,2028-08-31,200000.0,35
Moduli of higher dimensional varieties and families of hypersurfaces,2025-09-01,2026-05-31,134046.0,8
Collaborative Research: Deciphering MIS 5e sea-level changes using U-Th dated fossil corals and cave deposits from the Yucatan Peninsula,2025-09-01,2028-08-31,286967.0,35
